Identifier,Start date,End date,Number of deaths,Incident,State,Year,Month,Month Name
IBD031704,2025-02-09,2025-02-09,1,Communal Clash,Abia,2025,2,February
IBD031690,2025-02-09,2025-02-09,1,Police Kill Man,Rivers,2025,2,February
IBD031747,2025-02-09,2025-02-09,3,Police Vs IpobVsEsn,Imo,2025,2,February
IBD031706,2025-02-09,2025-02-09,1,Herdsmen Kill Girl,Ekiti,2025,2,February
IBD031703,2025-02-09,2025-02-09,4,Troops Vs Bandits,Zamfara,2025,2,February
IBD031692,2025-02-09,2025-02-09,20,Cult Clash,Rivers,2025,2,February
IBD031701,2025-02-09,2025-02-09,4,Communal Clash,Cross River,2025,2,February
IBD031702,2025-02-09,2025-02-09,1,Burglars Vs Woman,Delta,2025,2,February
IBD031693,2025-02-09,2025-02-09,1,Banditry,Sokoto,2025,2,February
IBD031694,2025-02-09,2025-02-09,4,Cult Clash,Benue,2025,2,February
IBD031707,2025-02-08,2025-02-08,1,Student Dies,Lagos,2025,2,February
IBD031697,2025-02-08,2025-02-08,1,Road Accident,Kwara,2025,2,February
IBD031754,2025-02-08,2025-02-08,2,Police Vs IpobVsEsn,Imo,2025,2,February
IBD031731,2025-02-07,2025-02-14,3,Cult Clashes,Abia,2025,2,February
IBD031723,2025-02-07,2025-02-07,1,Extrajudicial Killing,Enugu,2025,2,February
IBD031680,2025-02-07,2025-02-07,1,DrownsVsMysterious Death,Ondo,2025,2,February
IBD031689,2025-02-07,2025-02-07,44,Soldiers Vs Bandits,Zamfara,2025,2,February
IBD031686,2025-02-07,2025-02-07,1,Domestic Violence,Anambra,2025,2,February
IBD031710,2025-02-07,2025-02-07,1,Assailants Vs Uber Driver,Lagos,2025,2,February
IBD031716,2025-02-07,2025-02-07,12,Bandits Vs Traders,Katsina,2025,2,February
IBD031715,2025-02-06,2025-02-06,1,Teacher Vs Student,Delta,2025,2,February
IBD031963,2025-02-06,2025-02-06,1,Domestic Violence,Akwa Ibom,2025,2,February
IBD031674,2025-02-06,2025-02-06,7,Cult Clash,Rivers,2025,2,February
IBD031675,2025-02-06,2025-02-06,1,Gunmen Attack,Katsina,2025,2,February
IBD031684,2025-02-06,2025-02-06,1,Lakurawa Kill 1,Kebbi,2025,2,February
IBD031730,2025-02-06,2025-02-13,2,Cult Clashes,Abia,2025,2,February
IBD031790,2025-02-06,2025-02-06,1,Stray Bullet,Delta,2025,2,February
IBD031685,2025-02-06,2025-02-06,4,Troops Vs Bandits,Zamfara,2025,2,February
IBD031711,2025-02-06,2025-02-06,1,Domestic Violence,Akwa Ibom,2025,2,February
IBD031679,2025-02-06,2025-02-06,1,Woman Vs Neighbour,Rivers,2025,2,February
IBD031687,2025-02-06,2025-02-06,1,Domestic Violence,Akwa Ibom,2025,2,February
IBD031683,2025-02-06,2025-02-06,2,Bandits Attack,Katsina,2025,2,February
IBD031696,2025-02-06,2025-02-06,1,Student Vs Colleague,Nasarawa,2025,2,February
IBD031962,2025-02-06,2025-02-06,1,Domestic Violence,Akwa Ibom,2025,2,February
IBD031664,2025-02-05,2025-02-05,17,Inferno,Zamfara,2025,2,February
IBD031695,2025-02-05,2025-02-05,1,Road Accident,Lagos,2025,2,February
IBD031700,2025-02-05,2025-02-05,1,Domestic Violence,Kano,2025,2,February
IBD031663,2025-02-05,2025-02-05,1,Man Vs Trader,Fct (Abuja),2025,2,February
IBD031725,2025-02-05,2025-02-05,1,Bandit Vs Vigilante,Niger,2025,2,February
IBD031672,2025-02-04,2025-02-04,1,Domestic Violence,Bayelsa,2025,2,February
IBD031698,2025-02-04,2025-02-04,2,Boko Haram Explosion,Borno,2025,2,February
IBD031676,2025-02-04,2025-02-04,6,Herdsmen Vs Hunters,Benue,2025,2,February
IBD031678,2025-02-04,2025-02-04,3,Road Accident,Ogun,2025,2,February
IBD031652,2025-02-04,2025-02-04,7,Troops Vs Boko HaramVsIswap,Borno,2025,2,February
IBD031677,2025-02-04,2025-02-04,1,Security Operative Vs Bolt Driver,Edo,2025,2,February
IBD031670,2025-02-04,2025-02-04,2,Police Vs Bandits,Bauchi,2025,2,February
IBD031668,2025-02-04,2025-02-04,1,Road Accident,Ogun,2025,2,February
IBD031649,2025-02-03,2025-02-03,4,Road Accident,Niger,2025,2,February
IBD031682,2025-02-03,2025-02-03,1,Domestic Violence,Niger,2025,2,February
IBD031661,2025-02-03,2025-02-03,1,Road Accident,Ogun,2025,2,February
IBD031699,2025-02-03,2025-02-03,1,Corpse Found,Fct (Abuja),2025,2,February
IBD031666,2025-02-03,2025-02-04,2,Gunmen Attack,Lagos,2025,2,February
IBD031656,2025-02-03,2025-02-03,1,Cult Clash,Bayelsa,2025,2,February
IBD031669,2025-02-03,2025-02-03,3,Hunters Vs Herdsmen,Benue,2025,2,February
IBD031654,2025-02-03,2025-02-03,2,Gunmen Attack,Kaduna,2025,2,February
IBD031658,2025-02-03,2025-02-03,3,Road Accident,Fct (Abuja),2025,2,February
IBD031645,2025-02-03,2025-02-03,4,Assailants Kills 4,Osun,2025,2,February
IBD031667,2025-02-02,2025-02-02,3,Herdsmen Vs Farmers,Benue,2025,2,February
IBD031651,2025-02-02,2025-02-02,2,Road Accident,Ogun,2025,2,February
IBD031647,2025-02-02,2025-02-02,35,Security Operatives Vs Hoodlums,Imo,2025,2,February
IBD031637,2025-02-02,2025-02-02,1,Assailant Vs Man,Oyo,2025,2,February
IBD031650,2025-02-02,2025-02-02,1,Troops Vs Bandits,Taraba,2025,2,February
IBD031638,2025-02-02,2025-02-02,5,Inferno,Borno,2025,2,February
IBD031635,2025-02-02,2025-02-02,16,Herdsmen Attack,Ebonyi,2025,2,February
IBD031644,2025-02-02,2025-02-02,4,Security Operatives Kills 4,Kano,2025,2,February
IBD031646,2025-02-01,2025-02-01,1,Kidnappers Attack,Plateau,2025,2,February
IBD031642,2025-02-01,2025-02-01,1,Road Accident,Ogun,2025,2,February
IBD031633,2025-02-01,2025-02-01,30,Road Accident,Ondo,2025,2,February
IBD031640,2025-02-01,2025-02-01,1,Gunmen Attack,Taraba,2025,2,February
IBD031643,2025-02-01,2025-02-01,3,Assailants Vs Children,Anambra,2025,2,February
IBD031665,2025-02-01,2025-02-01,2,Communal Clash,Nasarawa,2025,2,February
IBD031662,2025-01-31,2025-01-31,8,Security Operatives Vs Drivers,Anambra,2025,1,January
IBD031628,2025-01-31,2025-01-31,4,Road Accident,Anambra,2025,1,January
IBD031657,2025-01-31,2025-01-31,2,Cso And Son,Rivers,2025,1,January
IBD031636,2025-01-31,2025-01-31,1,Man Drowns,Oyo,2025,1,January
IBD031634,2025-01-31,2025-02-01,3,Cult Clash,Rivers,2025,1,January
IBD031629,2025-01-31,2025-01-31,1,Security Operative Kills 1,Fct (Abuja),2025,1,January
IBD031718,2025-01-31,2025-01-31,1,Gunmen Vs Police Officer,Yobe,2025,1,January
IBD031630,2025-01-31,2025-01-31,5,Gunmen Attack,Plateau,2025,1,January
IBD031791,2025-01-31,2025-02-03,1,Mysterious Death,Enugu,2025,1,January
IBD031627,2025-01-31,2025-01-31,1,Road Accident,Lagos,2025,1,January
IBD032000,2025-01-30,2025-01-30,1,Inferno,Yobe,2025,1,January
IBD031620,2025-01-30,2025-01-30,25,Security Operatives Vs Gunmen,Anambra,2025,1,January
IBD031623,2025-01-30,2025-01-30,1,Electricity Vandal,Fct (Abuja),2025,1,January
IBD031641,2025-01-30,2025-01-30,3,Banditry,Zamfara,2025,1,January
IBD031598,2025-01-29,2025-01-29,1,Road Accident,Lagos,2025,1,January
IBD031616,2025-01-29,2025-01-29,2,Gunmen Attack,Ogun,2025,1,January
IBD031626,2025-01-29,2025-01-29,2,"Kidnappers Kill Mother, Son",Anambra,2025,1,January
IBD031606,2025-01-28,2025-01-28,1,Kidnap Victim,Niger,2025,1,January
IBD031621,2025-01-28,2025-01-28,1,Motorcycle Thief,Fct (Abuja),2025,1,January
IBD031602,2025-01-28,2025-01-28,1,Medical Negligence,Rivers,2025,1,January
IBD031619,2025-01-28,2025-01-28,5,Herdsmen Attack,Ondo,2025,1,January
IBD031611,2025-01-28,2025-01-28,1,Childbirth Complications,Ogun,2025,1,January
IBD031918,2025-01-28,2025-01-28,1,Youths Vs Teenager,Abia,2025,1,January
IBD031615,2025-01-28,2025-01-28,40,NAF Vs Boko Haram,Borno,2025,1,January
IBD031614,2025-01-28,2025-01-28,1,Banditry,Katsina,2025,1,January
IBD031609,2025-01-28,2025-01-28,1,Bandits Vs Herder,Niger,2025,1,January
IBD031789,2025-01-28,2025-01-28,1,Gun Kill Abducted Woman,Fct (Abuja),2025,1,January
IBD031632,2025-01-28,2025-01-28,2,Youth Vs Herdsmen,Delta,2025,1,January
IBD031601,2025-01-28,2025-01-28,3,Building Collapse,Lagos,2025,1,January
IBD031613,2025-01-28,2025-01-28,2,Fulani Herders Vs Farmers,Delta,2025,1,January
IBD031603,2025-01-27,2025-01-27,4,Explosion,Ogun,2025,1,January
IBD031624,2025-01-27,2025-01-27,2,Ritual Killing,Delta,2025,1,January
IBD031617,2025-01-27,2025-01-27,6,Security Operative Vs Gunmen,Anambra,2025,1,January
IBD031724,2025-01-27,2025-01-27,2,Police Vs Youths,Benue,2025,1,January
IBD031671,2025-01-27,2025-01-27,1,Corpse Found,Niger,2025,1,January
IBD031596,2025-01-26,2025-01-26,1,Robbers Kill Motorist,Fct (Abuja),2025,1,January
IBD031592,2025-01-26,2025-01-26,3,Road Accident,Edo,2025,1,January
IBD031593,2025-01-26,2025-01-26,25,Mining Explosion,Niger,2025,1,January
IBD031605,2025-01-26,2025-01-26,1,Domestic Violence,Kaduna,2025,1,January
IBD031597,2025-01-26,2025-01-26,1,Assailants Vs Woman,Anambra,2025,1,January
IBD031622,2025-01-25,2025-01-25,1,Flood Disaster,Kwara,2025,1,January
IBD031586,2025-01-25,2025-01-25,19,Road Accident,Enugu,2025,1,January
IBD031604,2025-01-25,2025-01-25,1,Gunmen Attack,Kogi,2025,1,January
IBD031594,2025-01-25,2025-01-25,1,Drown,Kano,2025,1,January
IBD031588,2025-01-25,2025-01-25,1,Road Accident,Oyo,2025,1,January
IBD031610,2025-01-25,2025-01-25,5,Police Vs Kidnappers,Ogun,2025,1,January
IBD031600,2025-01-24,2025-01-24,20,Boko Haram Vs Soldiers,Borno,2025,1,January
IBD031587,2025-01-24,2025-01-24,8,Police Vs Ipob Members,Imo,2025,1,January
IBD031589,2025-01-24,2025-01-24,1,Assassins Kill Professor,Delta,2025,1,January
IBD031583,2025-01-23,2025-01-23,1,Banditry,Kaduna,2025,1,January
IBD031607,2025-01-23,2025-01-23,1,Gunmen Attack,Anambra,2025,1,January
IBD031722,2025-01-23,2025-01-23,1,Hoodlums Kill Nysc Member,Plateau,2025,1,January
IBD031576,2025-01-23,2025-01-23,3,Police Vs Kidnappers,Lagos,2025,1,January
IBD031577,2025-01-22,2025-01-22,1,Domestic Violence,Abia,2025,1,January
IBD031653,2025-01-22,2025-01-22,2,Gunmen Attack,Kaduna,2025,1,January
IBD031573,2025-01-22,2025-01-22,2,Inferno,Ondo,2025,1,January
IBD031569,2025-01-22,2025-01-22,1,Husband Vs Wife,Anambra,2025,1,January
IBD031595,2025-01-22,2025-01-22,1,Undergraduate Student,Osun,2025,1,January
IBD031544,2025-01-22,2025-01-22,20,Bandits Vs Boko Haram,Niger,2025,1,January
IBD031579,2025-01-22,2025-01-22,1,Army Kill Wanted Terrorist,Plateau,2025,1,January
IBD031564,2025-01-22,2025-01-23,1,Tanker Accident,Oyo,2025,1,January
IBD031572,2025-01-22,2025-01-22,14,Road Accident,Kwara,2025,1,January
IBD031574,2025-01-22,2025-01-22,2,Road Accident,Ebonyi,2025,1,January
IBD031580,2025-01-22,2025-01-22,20,Boko Haram Vs Fishermen,Borno,2025,1,January
IBD031575,2025-01-22,2025-01-22,1,Gunmen Vs Lawyer,Imo,2025,1,January
IBD031735,2025-01-21,2025-01-21,1,Medical Negligence,Imo,2025,1,January
IBD031562,2025-01-21,2025-01-21,1,Boko HaramVsIswap Ied Explosion,Borno,2025,1,January
IBD031582,2025-01-21,2025-01-21,52,NAF Vs Terrorists,Niger,2025,1,January
IBD031655,2025-01-21,2025-01-21,6,Inferno,Kano,2025,1,January
IBD031561,2025-01-21,2025-01-21,1,Road Accident,Ogun,2025,1,January
IBD031570,2025-01-21,2025-01-22,2,Soldiers Vs Bandits,Kebbi,2025,1,January
IBD031571,2025-01-21,2025-01-21,1,Hoodlums Kill Herder,Fct (Abuja),2025,1,January
IBD031568,2025-01-21,2025-01-21,1,Man Dies Inside Well,Kano,2025,1,January
IBD031691,2025-01-21,2025-01-21,1,Domestic ViolenceVsInferno,Anambra,2025,1,January
IBD031688,2025-01-21,2025-01-21,11,Police Vs Bandits,Katsina,2025,1,January
IBD031784,2025-01-20,2025-01-20,1,Stone To Death,Ogun,2025,1,January
IBD031566,2025-01-20,2025-01-21,12,Soldiers Vs Bandits,Sokoto,2025,1,January
IBD031563,2025-01-20,2025-01-20,9,Market Robbery,Yobe,2025,1,January
IBD031567,2025-01-20,2025-01-21,12,Soldiers Vs Bandits,Zamfara,2025,1,January
IBD031551,2025-01-20,2025-01-20,5,Road Accident,Ogun,2025,1,January
IBD031553,2025-01-20,2025-01-20,3,Boat Mishap,Rivers,2025,1,January
IBD031773,2025-01-20,2025-01-20,1,Road Accident,Fct (Abuja),2025,1,January
IBD031558,2025-01-19,2025-01-19,1,Police Vs Kidnappers,Adamawa,2025,1,January
IBD031540,2025-01-19,2025-01-19,1,Gunmen Attack Prophet,Ogun,2025,1,January
IBD031552,2025-01-19,2025-01-19,1,Road Accident,Ogun,2025,1,January
IBD031549,2025-01-19,2025-01-19,1,Cultist,Ondo,2025,1,January
IBD031541,2025-01-18,2025-01-18,1,Communal Clash,Ebonyi,2025,1,January
IBD031556,2025-01-18,2025-01-18,1,Police Vs Bandits,Kogi,2025,1,January
IBD031538,2025-01-18,2025-01-18,98,Road Accident,Niger,2025,1,January
IBD031590,2025-01-18,2025-01-18,1,Wedding Guest,Niger,2025,1,January
IBD031548,2025-01-18,2025-01-18,7,Banditry,Katsina,2025,1,January
IBD031543,2025-01-17,2025-01-17,2,Drowns,Ekiti,2025,1,January
IBD031530,2025-01-17,2025-01-17,5,Land Dispute,Ondo,2025,1,January
IBD031546,2025-01-17,2025-01-17,1,Efcc Operative,Anambra,2025,1,January
IBD031542,2025-01-17,2025-01-17,1,Assailant Vs Woman,Ogun,2025,1,January
IBD031537,2025-01-17,2025-01-17,1,Cult Clash,Bayelsa,2025,1,January
IBD031536,2025-01-17,2025-01-17,3,Assailant Kills Two,Delta,2025,1,January
IBD031547,2025-01-17,2025-01-17,20,Troops Vs Bandits,Zamfara,2025,1,January
IBD031526,2025-01-16,2025-01-16,11,Military Vs Lakurawa,Sokoto,2025,1,January
IBD031560,2025-01-16,2025-01-16,1,Sex Romp,Fct (Abuja),2025,1,January
IBD031535,2025-01-16,2025-01-16,1,"Footballer Slumps, Dies",Ogun,2025,1,January
IBD031872,2025-01-16,2025-01-16,1,Ritual Killing,Lagos,2025,1,January
IBD031529,2025-01-16,2025-01-16,10,Road Accident,Benue,2025,1,January
IBD031591,2025-01-16,2025-01-16,94,Boko Haram Vs Soldiers,Borno,2025,1,January
IBD031528,2025-01-16,2025-01-16,1,Communual Clash,Osun,2025,1,January
IBD031545,2025-01-16,2025-01-16,1,Man Kills Inlaw,Imo,2025,1,January
IBD031531,2025-01-16,2025-01-16,1,Fire Incident,Fct (Abuja),2025,1,January
IBD031532,2025-01-15,2025-01-15,1,Drowns,Lagos,2025,1,January
IBD031521,2025-01-15,2025-01-15,1,Road Accident,Lagos,2025,1,January
IBD031518,2025-01-15,2025-01-15,1,Cult Killing,Akwa Ibom,2025,1,January
IBD031585,2025-01-15,2025-01-15,1,Decomposing Body,Benue,2025,1,January
IBD031527,2025-01-14,2025-01-14,1,Bandits Kill Medical Doctor,Katsina,2025,1,January
IBD031513,2025-01-14,2025-01-14,1,Road Accident,Oyo,2025,1,January
IBD031565,2025-01-14,2025-01-14,1,Boy Shot Dead,Kebbi,2025,1,January
IBD031522,2025-01-14,2025-01-14,5,Security Operatives Vs Gunmen,Anambra,2025,1,January
IBD031524,2025-01-14,2025-01-14,4,Road Accident,Ondo,2025,1,January
IBD031508,2025-01-14,2025-01-14,6,Road Accident,Kogi,2025,1,January
IBD031519,2025-01-14,2025-01-14,1,Cultists Vs Vigilante,Rivers,2025,1,January
IBD031514,2025-01-14,2025-01-14,1,Kidnappers Vs Banker,Anambra,2025,1,January
IBD031523,2025-01-14,2025-01-14,50,Boko Haram Vs Security Operatives,Borno,2025,1,January
IBD031520,2025-01-14,2025-01-14,20,Troops Vs Terrorists,Kebbi,2025,1,January
IBD031525,2025-01-14,2025-01-14,1,Hoodlums Vs Cyclist,Fct (Abuja),2025,1,January
IBD031505,2025-01-13,2025-01-13,1,Fire Outbreak,Rivers,2025,1,January
IBD031507,2025-01-13,2025-01-13,2,Road Accident,Rivers,2025,1,January
IBD031517,2025-01-13,2025-01-13,8,Road Accident,Niger,2025,1,January
IBD031509,2025-01-13,2025-01-13,2,Road Accident,Fct (Abuja),2025,1,January
IBD031511,2025-01-13,2025-01-13,1,Man Kill Father,Delta,2025,1,January
IBD031496,2025-01-13,2025-01-13,1,Armed Robbers Vs Man,Oyo,2025,1,January
IBD031510,2025-01-13,2025-01-13,1,Man Vs Police Officer,Kano,2025,1,January
IBD031485,2025-01-12,2025-01-12,2,Boko Haram Attack,Borno,2025,1,January
IBD031500,2025-01-12,2025-01-12,2,Communal Clash,Ondo,2025,1,January
IBD031515,2025-01-12,2025-01-12,1,Lovers Vs Foreigner,Ogun,2025,1,January
IBD031489,2025-01-12,2025-01-12,1,Domestic Violence,Ogun,2025,1,January
IBD031497,2025-01-12,2025-01-12,40,Boko Haram Vs Farmers,Borno,2025,1,January
PAR012735,2025-01-12,2025-01-12,1,Lovers Vs Foreigner,Ogun,2025,1,January
IBD031495,2025-01-12,2025-01-12,1,Facebook Lover,Lagos,2025,1,January
IBD031503,2025-01-12,2025-01-12,6,Road Accident,Sokoto,2025,1,January
IBD031499,2025-01-12,2025-01-12,1,Domestic Violence,Nasarawa,2025,1,January
IBD031501,2025-01-11,2025-01-11,19,Road Accident,Plateau,2025,1,January
IBD031777,2025-01-11,2025-01-11,16,Military Airstrike,Zamfara,2025,1,January
IBD031482,2025-01-11,2025-01-11,2,Road Accident,Lagos,2025,1,January
IBD031493,2025-01-11,2025-01-11,8,Herders Kill 9,Nasarawa,2025,1,January
IBD031492,2025-01-11,2025-01-11,1,Well Digger Dies,Ogun,2025,1,January
IBD031504,2025-01-11,2025-01-11,1,Kidnappers Kill Vigilante,Lagos,2025,1,January
IBD031484,2025-01-11,2025-01-11,1,Domestic Violence,Ondo,2025,1,January
IBD031506,2025-01-11,2025-01-11,1,Hoodlums Vs Motorcyclist,Fct (Abuja),2025,1,January
IBD031550,2025-01-11,2025-01-11,1,Kidnappers Vs Teenager,Katsina,2025,1,January
IBD031488,2025-01-11,2025-01-11,1,HerdsmenVsKidnappers Kill Victim,Benue,2025,1,January
IBD031491,2025-01-11,2025-01-11,1,Road Accident,Osun,2025,1,January
IBD031494,2025-01-11,2025-01-11,1,Fulani Herdsmen Attack,Fct (Abuja),2025,1,January
IBD031476,2025-01-10,2025-01-10,1,Sex Worker Vs Barman,Adamawa,2025,1,January
IBD031479,2025-01-10,2025-01-10,3,Terrorists Kill Airtel Staff,Kebbi,2025,1,January
IBD031486,2025-01-10,2025-01-10,29,Banditry,Zamfara,2025,1,January
IBD031599,2025-01-10,2025-01-10,1,Kidnappers Killed Man,Jigawa,2025,1,January
IBD031480,2025-01-09,2025-01-09,1,Armed Robbers Vs Uber Driver,Lagos,2025,1,January
PAR012723,2025-01-09,2025-01-09,10,Road Accident,Kaduna,2025,1,January
IBD031554,2025-01-09,2025-01-09,1,Fraudsters Kill Girl,Delta,2025,1,January
IBD031481,2025-01-09,2025-01-09,1,Well Digger,Kano,2025,1,January
IBD031472,2025-01-09,2025-01-09,1,Road Accident,Lagos,2025,1,January
IBD031475,2025-01-09,2025-01-09,10,Communal Clash,Jigawa,2025,1,January
IBD031464,2025-01-09,2025-01-09,1,Ticketers Vs Okada Riders,Ekiti,2025,1,January
IBD031471,2025-01-09,2025-01-09,1,Road Accident,Ogun,2025,1,January
PAR012733,2025-01-08,2025-01-08,1,Road Accident,Ogun,2025,1,January
PAR012728,2025-01-08,2025-01-08,2,Road Accident,Oyo,2025,1,January
PAR012732,2025-01-08,2025-01-08,1,Road Accident,Lagos,2025,1,January
IBD031470,2025-01-08,2025-01-08,3,Cult Killing,Bayelsa,2025,1,January
IBD031467,2025-01-08,2025-01-08,2,Boko Haram Vs Policemen,Borno,2025,1,January
IBD031469,2025-01-08,2025-01-08,2,Banditry,Kaduna,2025,1,January
IBD031468,2025-01-08,2025-01-08,2,Inferno,Fct (Abuja),2025,1,January
IBD031498,2025-01-08,2025-01-08,1,Corpse Found,Plateau,2025,1,January
IBD031466,2025-01-08,2025-01-08,20,Security Operatives Vs Bandit,Katsina,2025,1,January
IBD031462,2025-01-08,2025-01-08,1,Police Kill Bandits,Sokoto,2025,1,January
IBD031453,2025-01-07,2025-01-07,1,Road Accident,Lagos,2025,1,January
IBD031474,2025-01-07,2025-01-07,1,Cult Killing,Ogun,2025,1,January
IBD031452,2025-01-07,2025-01-07,3,Road Accident,Oyo,2025,1,January
IBD031478,2025-01-07,2025-01-07,28,NAF Airstrikes,Katsina,2025,1,January
PAR012734,2025-01-07,2025-01-07,10,Communal Clash,Ebonyi,2025,1,January
IBD031463,2025-01-07,2025-01-07,5,Road Accident,Delta,2025,1,January
IBD031465,2025-01-07,2025-01-07,24,Banditry,Katsina,2025,1,January
IBD031533,2025-01-07,2025-01-07,5,Soldiers Vs Terrorists,Sokoto,2025,1,January
IBD031444,2025-01-06,2025-01-06,4,Fire Incident,Sokoto,2025,1,January
PAR012730,2025-01-06,2025-01-06,1,Pastor,Fct (Abuja),2025,1,January
IBD031447,2025-01-06,2025-01-06,1,Electrician Dies,Ogun,2025,1,January
IBD031445,2025-01-06,2025-01-06,2,Ied Explosion Kills 2,Fct (Abuja),2025,1,January
PAR012727,2025-01-06,2025-01-06,1,Electrocution,Delta,2025,1,January
IBD031448,2025-01-06,2025-01-06,1,Domestic Violence,Anambra,2025,1,January
IBD031446,2025-01-06,2025-01-06,2,Army Vs Kidnappers,Rivers,2025,1,January
IBD031450,2025-01-05,2025-01-05,23,Iswap Vs Army,Borno,2025,1,January
IBD031451,2025-01-05,2025-01-05,1,Hoodlums Vs Vigilante,Niger,2025,1,January
IBD031443,2025-01-05,2025-01-05,6,Cult Clash,Ondo,2025,1,January
IBD031776,2025-01-05,2025-01-05,30,Military Vs Boko Haram,Borno,2025,1,January
PAR012729,2025-01-05,2025-01-05,18,Gunmen Attacks,Imo,2025,1,January
IBD031775,2025-01-05,2025-01-05,18,Gunmen Attack,Imo,2025,1,January
IBD031439,2025-01-05,2025-01-05,5,Tanker Explosion,Delta,2025,1,January
IBD031502,2025-01-05,2025-01-05,1,Female Corpse Discovered,Delta,2025,1,January
IBD031456,2025-01-04,2025-01-04,4,Gas Explosion,Rivers,2025,1,January
IBD031435,2025-01-04,2025-01-04,1,Road Accident,Osun,2025,1,January
IBD031441,2025-01-04,2025-01-04,4,Banditry,Katsina,2025,1,January
IBD031455,2025-01-04,2025-01-04,4,Road Accident,Fct (Abuja),2025,1,January
PAR012725,2025-01-04,2025-01-04,3,Assailants Vs Children,Anambra,2025,1,January
IBD031460,2025-01-04,2025-01-04,21,Army Vs Bandits,Zamfara,2025,1,January
IBD031449,2025-01-04,2025-01-04,80,Security Operatives Vs Bandits,Katsina,2025,1,January
PAR012731,2025-01-04,2025-01-06,3,Cult Clash,Lagos,2025,1,January
IBD031437,2025-01-04,2025-01-04,2,Police Vs Kidnappers,Imo,2025,1,January
IBD031612,2025-01-04,2025-01-04,1,Domestic Violence,Kogi,2025,1,January
IBD031483,2025-01-04,2025-01-04,2,Diesel Reservoir Workers,Lagos,2025,1,January
IBD031461,2025-01-04,2025-01-04,18,Military Vs Bandits,Zamfara,2025,1,January
IBD031438,2025-01-03,2025-01-03,1,Road Accident,Bayelsa,2025,1,January
IBD031442,2025-01-03,2025-01-03,1,Wizardry,Ebonyi,2025,1,January
IBD031432,2025-01-03,2025-01-03,2,Gunmen Vs Farmers,Kogi,2025,1,January
IBD031966,2025-01-03,2025-01-03,1,Communal Clash,Imo,2025,1,January
PAR012721,2025-01-03,2025-01-03,2,Road Accident,Abia,2025,1,January
IBD031434,2025-01-03,2025-01-03,2,Lakurawa Vs Police Officers,Kebbi,2025,1,January
PAR012720,2025-01-02,2025-01-02,1,Policeman Kills Woman,Ekiti,2025,1,January
IBD031440,2025-01-02,2025-01-02,1,Domestic Violence,Delta,2025,1,January
PAR012722,2025-01-02,2025-01-02,1,Wedding Guest,Jigawa,2025,1,January
IBD031512,2025-01-02,2025-01-02,1,Hoodlums Vs Man,Akwa Ibom,2025,1,January
IBD031788,2025-01-02,2025-01-02,1,Assailants Vs Man,Edo,2025,1,January
IBD031433,2025-01-02,2025-01-02,11,Farmers Vs Herders,Jigawa,2025,1,January
PAR012718,2025-01-02,2025-01-02,7,Road Accident,Gombe,2025,1,January
PAR012713,2025-01-02,2025-01-02,1,Man Kills Bishop,Osun,2025,1,January
PAR012711,2025-01-01,2025-01-01,1,Electrician Electrocuted,Lagos,2025,1,January
PAR012717,2025-01-01,2025-01-01,1,Assailants Kill Ex-Controller,Kwara,2025,1,January
IBD031739,2025-01-01,2025-01-01,1,Medical Negligence,Lagos,2025,1,January
PAR012715,2025-01-01,2025-01-01,1,Domestic Violence,Niger,2025,1,January
PAR012710,2025-01-01,2025-01-01,1,Catholic Priest Kills Boy,Imo,2025,1,January
